date,client_id,itme_id,count,price_per_item,total_cost
2023-10-16,40,81,268.66,216.36,25494.52
2023-06-12,7,39,496.44,296.67,29920.13
2023-12-08,15,70,77.02,193.84,904.24
2023-09-19,84,7,353.93,174.92,8544.6
2023-10-17,85,36,410.06,131.73,1157.23
2023-01-16,7,38,86.55,474.69,11192.4
2023-05-11,43,91,456.64,92.01,814.56
2023-03-14,17,74,493.29,313.29,26742.8
2023-10-30,53,33,122.18,120.29,20364.47
2023-03-27,81,83,157.63,377.51,11783.09
2023-11-11,38,82,406.61,43.57,12359.6
2023-09-18,31,99,114.78,410.19,26693.82
2023-01-04,39,56,282.2,183.73,3673.75
2023-01-12,80,65,430.19,431.0,1816.61
2023-04-12,32,9,331.01,471.25,889.18
2023-05-24,52,26,97.51,138.53,5648.76
2023-10-28,39,48,117.01,123.2,4741.12
2023-01-07,68,90,116.51,339.33,13478.56
2023-10-09,4,15,426.83,302.17,14181.59
2023-05-13,51,100,456.44,276.79,9661.76
2023-04-20,10,40,401.1,314.02,41939.29
2023-07-21,48,49,188.69,286.87,33798.97
2023-02-18,45,44,51.22,86.23,467.11
2023-10-22,51,15,309.4,344.64,40850.32
2023-10-25,96,95,56.26,248.87,19664.91
2023-04-14,22,77,469.79,321.47,5548.6
2023-08-31,63,73,404.87,296.09,12955.15
2023-12-15,58,32,152.04,374.94,24500.59
2023-01-16,71,79,251.07,162.45,2170.27
2023-04-25,33,81,149.59,98.74,18427.89
2023-09-20,35,31,66.11,465.28,15913.01
2023-02-13,13,79,176.65,320.79,41873.72
2023-05-05,75,77,423.21,126.26,15061.15
2023-09-19,37,46,133.98,31.93,10493.24
2023-07-21,29,5,132.34,111.15,5040.92
2023-07-19,56,26,80.67,191.01,24694.23
2023-01-16,82,66,240.07,393.77,1596.57
2023-01-21,92,58,287.0,182.41,3028.5
2023-08-05,42,88,315.63,147.19,15934.14
2023-08-01,4,72,252.15,184.0,1988.95
2023-05-17,94,62,189.96,420.56,43561.22
2023-05-04,75,1,203.41,290.68,16838.13
2023-11-19,81,23,153.09,255.99,6231.83
2023-06-18,38,76,69.4,403.28,11883.29
2023-08-09,5,9,241.55,103.76,8495.36
2023-03-26,28,52,210.55,396.34,1082.57
2023-10-01,99,7,488.11,493.6,246.39
2023-06-16,19,31,282.44,301.19,2828.8
2023-03-23,73,92,68.31,452.23,2219.3
2023-07-11,61,99,186.55,64.12,40146.3
2023-05-01,100,27,122.13,232.96,11571.79
2023-02-01,33,63,114.08,459.97,21238.98
2023-03-24,16,88,181.0,387.39,86.7
2023-09-06,57,53,312.24,238.29,11936.77
2023-10-11,9,49,198.38,467.32,9479.98
2023-09-10,8,42,46.08,284.97,34772.74
2023-09-19,46,77,293.65,228.46,20307.21
2023-09-11,90,97,338.96,353.04,15146.62
2023-07-31,76,1,256.98,52.57,13577.13
2023-11-02,5,23,72.61,273.62,37453.55
2023-02-06,7,11,181.19,392.46,6761.98
2023-09-15,69,56,269.71,353.5,663.92
2023-02-07,57,95,105.93,171.35,2375.87
2023-05-29,1,36,392.72,477.15,23689.79
2023-04-15,64,87,75.2,404.02,15695.94
2023-05-26,94,21,38.04,205.61,12598.55
2023-11-08,37,81,99.88,195.81,25261.96
2023-08-29,65,95,457.91,297.6,1940.26
2023-10-11,32,95,183.73,31.33,14587.86
2023-10-21,84,13,255.81,133.32,2307.75
2023-03-09,89,10,411.53,232.27,9871.2
2023-07-30,72,62,132.62,352.8,30521.43
2023-10-04,75,20,118.28,21.17,7672.49
2023-11-11,90,44,21.78,307.0,11646.98
2023-07-13,98,53,320.52,104.64,2380.94
2023-06-24,9,32,169.12,276.35,2802.93
2023-01-31,62,74,53.88,378.56,3627.23
2023-11-17,39,24,187.19,352.56,10629.49
2023-04-27,100,86,135.32,417.99,11147.4
2023-03-15,23,11,150.83,289.3,9549.38
2023-12-07,25,25,433.02,45.78,9343.72
2023-05-10,58,43,102.13,210.21,7547.97
2023-04-15,62,44,106.43,461.02,14638.11
2023-10-23,67,82,430.16,154.94,19567.16
2023-12-01,77,41,207.11,433.67,21043.56
2023-04-15,56,67,274.25,444.98,9853.59
2023-12-21,7,88,395.68,251.22,3519.12
2023-10-05,15,71,244.6,50.19,12080.77
2023-08-30,36,100,376.2,263.03,20205.45
2023-02-19,92,85,100.18,223.86,27450.34
2023-12-18,10,68,466.22,102.68,7141.49
2023-12-17,14,73,374.31,216.89,6783.35
2023-12-26,12,84,191.61,342.3,2891.13
2023-08-25,89,33,306.78,235.68,870.76
2023-07-09,10,57,37.33,315.43,3917.59
2023-06-05,43,3,193.42,210.13,12498.39
2023-02-03,51,54,223.9,79.69,6605.57
2023-09-11,19,49,224.77,406.64,10515.1
2023-12-06,89,47,289.78,131.5,8204.82
2023-09-12,80,25,442.35,222.89,116.08
2023-03-28,18,37,10.27,169.75,14344.32
2023-10-04,19,63,77.27,335.91,3121.07
2023-06-06,88,76,380.19,311.32,3477.69
2023-08-10,77,28,118.35,251.35,28944.79
2023-12-21,66,29,149.51,20.01,11483.95
2023-09-12,3,89,415.1,457.56,1790.78
2023-02-21,26,79,367.34,26.03,8510.16
2023-01-22,39,28,123.89,287.16,43299.97
2023-03-10,12,84,14.25,298.46,3374.16
2023-09-19,22,51,157.38,415.15,41238.67
2023-10-07,54,71,102.09,145.34,11258.62
2023-08-07,1,72,136.59,369.32,4606.09
2023-09-25,97,6,221.19,105.09,8970.83
2023-03-05,11,6,224.16,246.71,1994.32
2023-01-31,65,17,360.66,201.32,176.52
2023-07-30,34,85,358.39,392.07,5716.35
2023-06-29,68,30,401.53,171.2,534.84
2023-07-18,19,43,463.47,132.77,5472.38
2023-05-10,94,73,186.0,92.7,11005.94
2023-11-18,28,92,437.23,78.55,11735.3
2023-05-29,54,18,165.0,174.91,652.69
2023-05-10,72,49,62.51,325.1,15454.37
2023-07-16,70,66,97.31,274.12,26649.61
2023-06-01,84,87,322.97,446.99,25411.27
2023-08-31,38,94,57.3,143.9,2092.27
2023-01-14,6,42,423.74,405.3,2302.78
2023-02-15,7,12,72.71,290.04,27870.2
2023-05-31,32,45,59.55,287.81,30673.51
2023-06-15,99,54,195.15,434.96,653.85
2023-11-16,53,54,364.2,115.65,14645.91
2023-01-19,88,32,410.18,277.67,17128.9
2023-12-11,84,22,493.32,388.44,6421.47
2023-08-29,44,99,158.96,394.56,5247.48
2023-10-27,83,81,95.16,77.6,19071.38
2023-05-13,4,7,445.61,402.98,22635.02
2023-08-16,99,71,470.57,442.18,2485.21
2023-10-21,34,30,175.72,87.79,7845.53
2023-06-18,29,85,235.42,49.28,45445.62
2023-07-07,84,21,394.49,78.06,9559.82
2023-05-23,84,44,308.59,429.02,1410.68
2023-09-10,89,21,448.84,298.79,5721.99
2023-04-24,11,33,271.38,166.96,31190.2
2023-11-16,37,71,312.28,246.45,31857.71
2023-07-15,37,100,495.24,11.87,22270.48
2023-03-11,86,13,226.36,170.66,9988.84
2023-12-02,32,86,58.3,250.59,27759.47
2023-09-01,23,81,366.5,144.19,5936.18
2023-03-16,6,87,312.29,108.51,21660.11
2023-08-11,19,97,429.67,325.95,13156.67
2023-02-12,53,67,209.55,284.27,3594.65
2023-07-10,57,67,82.07,490.98,20962.42
2023-11-09,58,9,359.76,364.46,6472.23
2023-02-03,35,42,30.01,184.52,14504.04
2023-02-28,43,79,455.7,97.05,10427.57
2023-12-13,32,20,465.36,340.31,14732.7
2023-12-15,57,43,205.0,437.43,32579.09
2023-12-22,72,46,69.05,320.05,9900.4
2023-08-20,69,71,379.37,455.44,45816.19
2023-02-26,93,13,96.82,452.42,6543.89
2023-10-26,95,59,255.26,436.24,7446.15
2023-08-24,26,41,44.33,464.0,2747.57
2023-08-06,88,95,441.14,111.98,12499.95
2023-10-05,84,55,234.91,64.15,7540.22
2023-08-17,46,83,320.25,426.73,15960.21
2023-05-30,11,78,23.33,492.53,12781.53
2023-05-20,44,9,238.56,303.88,3294.52
2023-06-21,29,24,27.74,235.79,15264.88
2023-06-28,70,84,465.78,368.81,2093.66
2023-12-25,99,20,256.49,251.8,3840.0
2023-01-25,60,15,461.27,174.11,19993.31
2023-07-16,22,58,381.82,20.54,982.78
2023-07-24,70,24,434.28,392.64,13867.65
2023-05-08,62,2,451.31,191.48,11583.46
2023-07-05,99,62,205.24,329.32,10461.99
2023-02-26,31,17,39.54,406.17,6639.1
2023-08-23,11,56,399.76,174.69,9066.43
2023-02-26,67,8,102.38,190.46,31671.53
2023-07-04,38,57,119.88,392.3,3153.2
2023-09-14,42,6,218.43,440.93,7677.96
2023-06-11,49,39,84.83,272.57,7498.4
2023-12-19,47,74,10.09,23.78,629.09
2023-10-12,22,37,31.08,307.94,17820.52
2023-07-29,95,81,248.71,390.99,31787.73
2023-04-10,82,71,374.19,206.03,16570.81
2023-12-01,39,7,48.13,416.17,5235.76
2023-03-28,81,13,482.0,347.05,2434.7
2023-10-26,60,72,58.13,418.83,15772.96
2023-07-09,47,87,76.67,351.01,13013.77
2023-05-23,91,6,315.68,279.74,2592.92
2023-03-11,80,62,257.66,27.6,486.06
2023-11-27,79,40,124.56,231.01,14806.26
2023-06-03,71,56,434.15,15.5,13844.2
2023-02-16,36,90,476.79,106.01,32230.34
2023-04-11,57,18,133.55,273.99,30316.26
2023-05-11,100,73,371.32,94.73,7678.58
2023-03-01,90,25,348.67,152.3,30439.33
2023-11-25,27,46,307.6,217.88,34670.41
2023-12-18,16,17,166.13,44.76,535.66
2023-11-04,12,56,295.99,278.85,18411.03
2023-08-01,97,4,434.45,158.23,5792.55
2023-02-09,95,86,260.17,119.98,3155.57
2023-12-27,61,100,73.97,169.03,11649.98
2023-07-01,16,15,180.27,80.24,33610.72
2023-07-10,54,91,25.03,473.99,7700.46
2023-02-16,5,21,395.24,172.97,3680.2
2023-06-15,86,80,494.91,36.8,14360.01
2023-09-09,77,25,317.24,489.66,1009.14
2023-05-22,1,65,377.66,82.97,26075.58
2023-09-10,14,8,111.16,335.95,828.46
2023-07-28,85,68,131.82,190.87,6285.83
2023-12-11,95,86,129.84,436.74,21308.94
2023-01-20,28,8,434.27,239.53,289.93
2023-01-26,33,50,280.55,17.93,725.54
2023-05-01,32,36,235.63,478.17,7235.8
2023-05-02,48,34,270.07,15.27,3964.44
2023-02-19,91,66,105.29,374.64,39743.93
2023-05-27,22,65,214.65,148.53,7259.96
2023-06-24,12,83,74.05,285.72,7833.3
2023-08-25,78,23,332.84,48.06,13199.02
2023-09-19,38,60,343.75,279.36,5290.07
2023-11-10,83,83,80.28,351.15,1030.81
2023-08-17,66,21,241.27,427.06,12498.06
2023-02-10,87,23,468.03,333.79,20102.92
2023-08-20,96,46,346.84,421.36,10784.19
2023-07-27,44,45,82.38,202.75,15947.41
2023-11-11,67,13,281.58,235.3,5700.09
2023-01-13,8,24,55.0,268.3,2045.1
2023-07-19,92,59,441.72,93.92,14628.11
2023-12-28,77,3,451.11,458.57,5717.15
2023-08-28,77,69,171.35,192.83,19935.74
2023-02-04,54,73,351.38,86.57,27776.35
2023-05-12,46,6,364.31,466.09,29910.41
2023-02-09,72,23,41.77,32.29,19276.48
2023-11-07,17,84,446.95,89.68,722.79
2023-09-20,24,92,20.36,431.06,3347.47
2023-08-04,4,84,366.02,236.71,19921.72
2023-07-05,56,91,268.74,319.43,33209.3
2023-04-28,10,96,325.4,286.42,29942.29
2023-09-30,40,87,280.37,235.38,16080.06
2023-04-05,93,76,98.46,201.63,22299.17
2023-10-12,9,69,321.83,294.21,10597.52
2023-08-18,93,8,153.94,467.46,3193.98
2023-08-03,47,66,179.51,188.16,1301.89
2023-07-04,3,26,146.79,303.39,1697.81
2023-10-30,34,55,204.37,306.68,20976.95
2023-02-11,72,21,455.04,256.12,26404.14
2023-02-13,81,3,194.57,499.4,17048.81
2023-02-21,74,37,455.89,100.06,2798.61
2023-08-25,69,55,255.48,329.31,13926.97
2023-01-02,88,91,255.48,302.93,21656.42
2023-02-02,43,3,373.76,372.97,11399.86
2023-11-28,10,3,34.22,55.12,130.5
2023-10-21,58,99,193.69,224.82,32559.14
2023-04-14,25,14,28.07,234.89,9799.58
2023-08-04,72,15,178.87,416.91,11395.21
2023-04-23,39,22,453.92,445.85,21885.97
2023-06-17,30,65,29.56,225.2,558.98
2023-02-03,8,12,478.54,421.24,10148.64
2023-01-08,62,69,64.96,152.65,1079.95
2023-07-18,16,33,462.13,126.32,22956.84
2023-02-04,74,7,313.24,27.34,2009.99
2023-06-11,66,71,321.76,447.51,2451.08
2023-12-16,34,83,159.57,377.4,3190.93
2023-03-23,29,96,193.25,443.88,6636.01
2023-09-10,53,62,205.28,201.17,29076.79
2023-06-13,13,79,408.49,238.61,6450.18
2023-07-10,46,49,145.04,316.29,1924.86
2023-09-22,96,63,468.48,257.71,6936.12
2023-10-21,47,50,70.46,344.88,895.38
2023-03-14,35,35,459.02,18.06,16695.43
2023-07-29,47,95,33.08,158.0,12049.28
2023-03-05,52,30,448.83,46.23,9689.82
2023-10-26,64,32,174.0,212.5,2151.48
2023-02-01,75,98,190.86,468.08,8945.78
2023-06-19,3,96,488.83,385.54,23781.88
2023-07-25,24,15,358.54,195.95,20505.11
2023-02-21,49,84,319.3,333.93,19263.16
2023-05-10,40,63,413.66,152.1,14054.58
2023-12-22,49,28,190.26,71.94,7760.63
2023-06-28,37,48,110.95,393.36,2169.47
2023-10-22,95,73,210.68,274.83,8809.12
2023-10-23,98,32,364.18,435.32,41264.88
2023-09-22,24,92,371.2,182.94,9497.51
2023-06-13,4,82,354.39,129.94,2409.44
2023-12-09,16,45,330.8,416.79,3322.51
2023-03-05,46,98,477.23,329.09,21686.72
2023-06-08,13,4,77.76,246.75,9502.72
2023-01-26,48,61,21.9,304.7,1746.97
2023-08-09,23,75,225.96,122.02,5623.58
2023-08-28,54,35,270.63,10.3,6981.17
2023-06-06,23,2,447.95,274.6,5198.54
2023-11-17,72,44,321.19,493.84,16001.01
2023-08-12,37,43,171.45,445.64,6593.23
2023-06-16,66,53,17.82,209.57,22358.94
2023-11-27,57,74,495.81,202.55,687.07
2023-05-08,11,3,235.06,497.86,11582.02
2023-08-08,40,52,242.98,244.9,29113.32
2023-08-30,17,65,37.82,315.37,26763.49
2023-05-22,76,40,412.13,397.54,18634.32
2023-03-23,67,93,260.65,325.81,15610.35
2023-09-14,7,64,275.14,80.72,9716.81
2023-11-13,85,72,232.31,81.5,11846.66
2023-06-21,51,13,241.88,345.85,39037.05
2023-07-09,54,62,436.83,72.97,2978.69
2023-06-05,3,65,466.77,73.38,28071.94
2023-03-31,18,80,218.6,145.24,1763.27
2023-11-04,75,15,131.44,492.61,10894.5
2023-12-12,26,68,484.92,249.17,357.25
2023-07-06,40,33,412.0,109.33,12383.15
2023-06-18,97,31,474.6,36.67,2010.77
2023-03-30,75,64,62.37,231.43,10160.46
2023-05-21,92,78,350.43,226.9,34993.72
2023-03-21,6,13,311.87,427.34,20853.64
2023-04-19,44,70,359.87,404.57,5243.94
2023-05-20,67,60,277.28,204.28,1746.33
2023-01-31,74,90,392.25,498.6,7275.7
2023-07-01,94,99,245.25,198.15,2351.25
2023-03-29,57,84,419.85,32.35,6007.97
2023-04-17,38,6,397.58,475.96,3070.42
2023-01-02,68,66,368.38,261.75,1178.48
2023-08-01,60,21,45.66,361.16,5277.96
2023-01-27,76,13,55.61,263.15,30025.48
2023-05-26,54,54,411.5,434.51,59.16
2023-01-24,95,69,84.64,357.73,19023.9
2023-05-02,81,81,446.22,345.55,30664.25
2023-07-21,69,37,96.41,314.57,1371.36
2023-12-11,11,58,379.36,233.06,26534.89
2023-07-13,100,19,131.48,127.5,17206.74
2023-07-06,42,28,300.3,147.93,4334.96
2023-10-04,55,75,333.52,90.05,13499.95
2023-01-03,21,57,298.73,277.79,43634.06
2023-01-26,9,81,365.64,395.48,37728.73
2023-04-26,1,80,291.62,179.44,10947.91
2023-07-01,10,31,231.2,29.15,3492.83
2023-09-29,81,56,248.89,99.27,11927.59
2023-05-28,48,39,85.44,257.66,7600.42
2023-07-18,36,82,426.96,34.03,427.88
2023-12-20,73,17,212.07,37.74,3185.29
